# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = FepLean_Continuous_OU_Linear_Gaussian_Model_stan_model
# start_datetime = 2026-09-04 19:19:13 UTC
# method = sample (Default)
#   sample
#     num_samples = 300
#     num_warmup = 300
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /Users/hum/Documents/GitHub/HumOS/projects/outside_of_hum/fep_lean/specs/gnn-bridge-p4b-continuous-emission/gnn_output/12_execute_output/FepLeanContinuousOU/stan/simulation_data/FepLean_Continuous_OU_Linear-Gaussian_Model_stan_data.json
# init = 2 (Default)
# random
#   seed = 42
# output
#   file = /Users/hum/Documents/GitHub/HumOS/projects/outside_of_hum/fep_lean/specs/gnn-bridge-p4b-continuous-emission/gnn_output/12_execute_output/FepLeanContinuousOU/stan/simulation_data/cmdstan/FepLean_Continuous_OU_Linear-Gaussian_Model_stan-20260904121913.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = --filename-in-msg=FepLean_Continuous_OU_Linear-Gaussian_Model_stan.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,obs_noise_scale,mu.1.1,P.1.1.1,log_lik
-2.3816615,0.95763291,1.2249563,2,3,0,2.5250065,1.1442695,-0.34289861,0.53364071,-1.426399
-2.9692142,0.86880069,1.2249563,1,3,0,2.9707892,1.6794749,-0.27440713,0.62679255,-1.5126302
-2.550287,1,1.2249563,1,1,0,2.8645174,1.3404882,-0.31415114,0.57273871,-1.4596108
-2.416131,0.97153444,1.2249563,2,3,0,2.7067315,0.76708298,-0.41609083,0.43409562,-1.3565725
-2.3334843,0.99239937,1.2249563,1,3,0,2.441223,1.050187,-0.35863412,0.51223963,-1.40975
-2.3561852,0.99291424,1.2249563,1,1,0,2.3589211,1.1008632,-0.34998329,0.52400518,-1.4187783
-2.5543764,0.93977063,1.2249563,1,1,0,2.554669,1.344414,-0.31362508,0.57345418,-1.4602554
-2.3687855,1,1.2249563,2,3,0,2.4980627,1.1234338,-0.34626323,0.52906466,-1.4227537
-2.4683228,0.96928376,1.2249563,1,1,0,2.4740578,1.2559164,-0.32592831,0.55672117,-1.4455388
-2.3461656,1,1.2249563,2,3,0,2.4464204,0.84698526,-0.39809036,0.45857716,-1.3720673
-2.3170202,1,1.2249563,1,3,0,2.3376497,0.93169796,-0.3806325,0.48232072,-1.3880715
-2.3710382,0.96193309,1.2249563,2,3,0,2.5018165,1.1272193,-0.34564703,0.52990272,-1.4234178
-2.5473946,0.94379344,1.2249563,1,3,0,2.6857609,0.68403784,-0.43660956,0.40618912,-1.340048
-2.3777848,1,1.2249563,1,1,0,2.4982206,0.80413261,-0.407546,0.44571702,-1.3638061
-2.4722824,0.99028974,1.2249563,2,3,0,2.4741124,1.2603236,-0.32529281,0.55758547,-1.4462811
-2.3842832,1,1.2249563,1,1,0,2.4551325,1.1482986,-0.34225551,0.53451536,-1.4271012
-2.3681919,1,1.2249563,2,3,0,2.3930393,1.1224252,-0.34642776,0.52884088,-1.4225767
-2.6938908,0.90548905,1.2249563,1,3,0,2.863265,0.62318588,-0.45297771,0.38392761,-1.3276637
-4.1953669,0.62724738,1.2249563,1,1,0,4.2028572,0.36757484,-0.53764299,0.26877859,-1.2731136
-2.8952949,1,1.2249563,1,1,0,3.8392922,0.56270904,-0.47050795,0.36008561,-1.3151235
-2.3160295,1,1.2249563,1,3,0,2.7702771,0.94256729,-0.37850273,0.48521732,-1.390094
-2.5890296,0.76959409,1.2249563,2,3,0,3.5996334,0.66454918,-0.44172142,0.39923674,-1.3361073
-2.7411958,0.95370067,1.2249563,1,1,0,2.8029417,0.60717103,-0.45749146,0.37778868,-1.3243655
-3.0016585,0.92216586,1.2249563,1,1,0,3.0945935,0.53703768,-0.4783663,0.34939786,-1.3097305
-2.7566767,1,1.2249563,1,1,0,3.0249137,0.60221082,-0.45890779,0.37586241,-1.3233406
-2.7519528,1,1.2249563,1,1,0,2.8904329,0.60371077,-0.45847857,0.37644617,-1.3236507
-2.3160174,0.96251504,1.2249563,2,3,0,2.9611093,0.94275421,-0.37846631,0.48526685,-1.3901288
-2.3403485,0.99322398,1.2249563,1,3,0,2.3454559,1.0675619,-0.35562032,0.51633854,-1.4128615
-2.6862633,0.91869033,1.2249563,1,3,0,2.6901462,1.4616682,-0.29868649,0.59377141,-1.4791653
-2.5422269,1,1.2249563,1,1,0,2.6905275,1.3326833,-0.31520225,0.57130915,-1.4583271
-2.6721406,0.92219417,1.2249563,2,3,0,3.0638237,0.63103407,-0.45079808,0.38689202,-1.3292741
-2.6721406,0.88581867,1.2249563,1,1,0,2.9997583,0.63103407,-0.45079808,0.38689202,-1.3292741
-5.8534613,0.47557987,1.2249563,1,3,0,5.8644635,0.25727946,-0.58480795,0.20463188,-1.2484087
-3.1269349,1,1.2249563,1,1,0,5.0374321,0.51055225,-0.48675379,0.33799046,-1.3041232
-3.0188175,1,1.2249563,1,1,0,3.29317,0.53319295,-0.47956588,0.34776637,-1.3089193
-2.4837315,1,1.2249563,2,3,0,2.9038557,1.2728461,-0.32350057,0.56002301,-1.4483846
-2.4837315,0.93505133,1.2249563,1,1,0,2.6563856,1.2728461,-0.32350057,0.56002301,-1.4483846
-2.4837315,0.80197731,1.2249563,1,1,0,2.9696923,1.2728461,-0.32350057,0.56002301,-1.4483846
-3.0988168,0.91792173,1.2249563,2,3,0,3.1709496,0.51619522,-0.48494219,0.34045432,-1.3053216
-2.8973666,1,1.2249563,2,3,0,3.1839883,0.56217557,-0.47066862,0.35986709,-1.3150118
-2.8973666,0.43580136,1.2249563,1,1,0,4.7515288,0.56217557,-0.47066862,0.35986709,-1.3150118
-2.3318488,0.9840018,1.2249563,1,3,0,2.8574464,1.0456225,-0.35943437,0.51115124,-1.4089297
-2.433578,0.95255949,1.2249563,2,3,0,2.5747603,0.75309262,-0.4194114,0.42957948,-1.3538189
-2.433578,0.59329648,1.2249563,1,3,0,4.3458568,0.75309262,-0.4194114,0.42957948,-1.3538189
-2.7629113,0.49590283,1.2249563,2,3,0,6.5010648,0.60024909,-0.45947036,0.37509728,-1.3229349
-2.7228982,1,1.2249563,2,3,0,2.8702564,0.61320565,-0.4557801,0.38011623,-1.3256102
-3.7905801,0.71766834,1.2249563,1,1,0,3.8164347,0.41008192,-0.52143568,0.29082135,-1.2824597
-5.0891423,0.66941832,1.2249563,1,1,0,5.3621988,0.29917748,-0.5659481,0.23028223,-1.2578657
-2.3500376,0.95141678,1.2249563,1,3,0,4.7645027,1.0887614,-0.35201102,0.52124737,-1.4166352
-2.4682015,0.98367334,1.2249563,2,3,0,2.4811586,0.72874001,-0.42531961,0.42154402,-1.3489967
-2.3308651,1,1.2249563,1,3,0,2.4256985,0.87776876,-0.3915642,0.46745306,-1.3779328
-3.6383786,0.71505907,1.2249563,1,3,0,3.7154141,0.42894621,-0.51455193,0.30018359,-1.2865737
-2.5147986,0.84022652,1.2249563,2,3,0,4.7773967,1.3053893,-0.31893399,0.56623379,-1.4538141
-3.70417,0.68863081,1.2249563,1,1,0,3.7042089,2.1724064,-0.23176949,0.68478188,-1.58139
-2.7078981,1,1.2249563,1,1,0,3.4195759,1.479591,-0.29652754,0.59670769,-1.4819988
-2.7078981,0.79020762,1.2249563,1,1,0,3.2644687,1.479591,-0.29652754,0.59670769,-1.4819988
-2.3342496,0.68408345,1.2249563,2,3,0,4.7957756,1.0522576,-0.35827228,0.51273174,-1.4101217
-3.7123645,0.68710077,1.2249563,1,3,0,3.9838626,0.41954229,-0.51796064,0.29554758,-1.2845255
-3.315069,1,1.2249563,1,1,0,3.8349548,0.47645569,-0.49799464,0.32270233,-1.2968403
-2.5620089,1,1.2249563,1,1,0,3.0921509,0.67694694,-0.43845575,0.40367821,-1.338617
-2.4453494,1,1.2249563,1,1,0,2.5498072,0.74436374,-0.42151015,0.42672507,-1.3520947
-2.4538957,0.999112,1.2249563,2,3,0,2.4928786,0.73833197,-0.42297274,0.42473588,-1.3509005
-3.1064835,0.81598777,1.2249563,1,1,0,3.1075831,0.51464053,-0.48543995,0.33977734,-1.3049916
-2.3681609,1,1.2249563,1,3,0,2.8850439,0.81547578,-0.40499963,0.4491802,-1.3660038
-2.3613194,0.86727377,1.2249563,2,3,0,3.0935039,0.8242941,-0.40304194,0.45184277,-1.3677068
-2.5230966,0.93944082,1.2249563,2,3,0,2.6945955,1.3137745,-0.31777817,0.56780576,-1.4552045
-3.3106215,0.74818137,1.2249563,2,3,0,4.1588655,0.47719718,-0.49774467,0.3230423,-1.2969994
-3.3106215,0.67057747,1.2249563,1,1,0,4.3465687,0.47719718,-0.49774467,0.3230423,-1.2969994
-3.3106215,0.51101077,1.2249563,1,1,0,4.8926781,0.47719718,-0.49774467,0.3230423,-1.2969994
-2.7468006,1,1.2249563,2,3,0,3.1397982,1.5111379,-0.29280233,0.60177415,-1.4869505
-2.4653937,1,1.2249563,1,1,0,2.6746598,1.2526294,-0.3264039,0.55607435,-1.4449846
-2.3179011,0.88097146,1.2249563,2,3,0,3.1064532,0.98944157,-0.36958463,0.49734638,-1.3987372
-2.4082118,0.96246148,1.2249563,2,3,0,2.5108754,1.1825625,-0.33688245,0.54182298,-1.4330376
-2.3302346,0.98522491,1.2249563,2,3,0,2.4865544,0.87934534,-0.39123572,0.46789982,-1.3782316
-2.4676009,0.95981958,1.2249563,1,3,0,2.524405,1.2551085,-0.32604507,0.55656236,-1.4454027
-2.4676009,0.44216794,1.2249563,1,3,0,4.8031235,1.2551085,-0.32604507,0.55656236,-1.4454027
-2.4676009,0.76503929,1.2249563,1,3,0,3.5730523,1.2551085,-0.32604507,0.55656236,-1.4454027
-2.3667558,1,1.2249563,1,1,0,2.4411875,1.1199651,-0.34682978,0.52829411,-1.4221446
-2.3280439,0.99438811,1.2249563,2,3,0,2.3920509,0.88512922,-0.39003535,0.46953239,-1.3793268
-2.9040872,0.79758665,1.2249563,2,3,0,3.5195925,0.56045489,-0.47118762,0.35916122,-1.3146516
-2.4791734,1,1.2249563,1,1,0,2.7824196,0.72176403,-0.42704286,0.41920032,-1.3476085
-2.3817955,1,1.2249563,2,3,0,2.4503325,1.1444769,-0.34286544,0.53368582,-1.4264352
-2.3982826,0.99484623,1.2249563,1,1,0,2.4162241,1.1688359,-0.3390146,0.53892316,-1.4306669
# 
#  Elapsed Time: 0.003 seconds (Warm-up)
#                0.003 seconds (Sampling)
#                0.006 seconds (Total)
# 
