# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = FepLean_Symmetric_Boolean_Generative_Model_stan_model
# start_datetime = 2026-09-04 04:34:30 UTC
# method = sample (Default)
#   sample
#     num_samples = 300
#     num_warmup = 300
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /Users/hum/Documents/GitHub/HumOS/projects/outside_of_hum/fep_lean/specs/gnn-bridge-p1-finite-spike/gnn_output/12_execute_output/FepLeanSymmetricBool/stan/simulation_data/FepLean_Symmetric_Boolean_Generative_Model_stan_data.json
# init = 2 (Default)
# random
#   seed = 42
# output
#   file = /Users/hum/Documents/GitHub/HumOS/projects/outside_of_hum/fep_lean/specs/gnn-bridge-p1-finite-spike/gnn_output/12_execute_output/FepLeanSymmetricBool/stan/simulation_data/cmdstan/FepLean_Symmetric_Boolean_Generative_Model_stan-20260903213430.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = --filename-in-msg=FepLean_Symmetric_Boolean_Generative_Model_stan.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,A_est.1.1,A_est.2.1,A_est.1.2,A_est.2.2,filtered_state.1.1,filtered_state.2.1,filtered_state.1.2,filtered_state.2.2,log_marginal
-31.160639,0.98583036,0.95551693,1,3,0,31.392022,0.50512925,0.52077704,0.49487075,0.47922296,0.49237367,0.49237367,0.50762633,0.50762633,-1.3351415
-31.156453,0.99689692,0.95551693,1,3,0,31.189277,0.53379229,0.51527156,0.46620771,0.48472844,0.50882727,0.50882727,0.49117273,0.49117273,-1.290498
-32.08662,0.78777589,0.95551693,1,3,0,32.398294,0.56550624,0.65437981,0.43449376,0.34562019,0.46357301,0.46357301,0.53642699,0.53642699,-0.98877946
-32.026185,0.99892016,0.95551693,2,3,0,32.381577,0.54724206,0.38517636,0.45275794,0.61482364,0.5869061,0.5869061,0.4130939,0.4130939,-1.5262416
-31.687893,1,0.95551693,1,1,0,32.007394,0.53945939,0.41380876,0.46054061,0.58619124,0.56590519,0.56590519,0.43409481,0.43409481,-1.4820124
-31.14857,0.99441863,0.95551693,1,3,0,31.719821,0.51897985,0.52034569,0.48102015,0.47965431,0.49934292,0.49934292,0.50065708,0.50065708,-1.3091504
-31.14857,0.84930194,0.95551693,1,3,0,31.848607,0.51897985,0.52034569,0.48102015,0.47965431,0.49934292,0.49934292,0.50065708,0.50065708,-1.3091504
-31.370316,0.95218616,0.95551693,1,3,0,31.457689,0.45234957,0.5126155,0.54765043,0.4873845,0.468773,0.468773,0.531227,0.531227,-1.4576211
-31.58617,0.94651925,0.95551693,2,3,0,31.779016,0.54368747,0.61577402,0.45631253,0.38422598,0.46891378,0.46891378,0.53108622,0.53108622,-1.090383
-31.59163,0.99978213,0.95551693,2,7,0,31.59312,0.49673006,0.42655951,0.50326994,0.57344049,0.53800029,0.53800029,0.46199971,0.46199971,-1.5459191
-31.20912,0.96451522,0.95551693,1,3,0,31.861659,0.54683982,0.54796157,0.45316018,0.45203843,0.49948769,0.49948769,0.50051231,0.50051231,-1.2051484
-31.20912,0.78298852,0.95551693,2,3,0,32.873244,0.54683982,0.54796157,0.45316018,0.45203843,0.49948769,0.49948769,0.50051231,0.50051231,-1.2051484
-31.20912,0.70247258,0.95551693,2,3,0,33.63129,0.54683982,0.54796157,0.45316018,0.45203843,0.49948769,0.49948769,0.50051231,0.50051231,-1.2051484
-31.297321,0.95463756,0.95551693,1,3,0,31.540657,0.47869395,0.48446241,0.52130605,0.51553759,0.49700544,0.49700544,0.50299456,0.50299456,-1.4613734
-31.307594,0.86233904,0.95551693,2,3,0,32.534318,0.48708179,0.57043275,0.51291821,0.42956725,0.4605911,0.4605911,0.5394089,0.5394089,-1.2744516
-31.148811,0.72255607,0.95551693,2,3,0,33.57303,0.52022126,0.52533955,0.47977874,0.47466045,0.49755237,0.49755237,0.50244763,0.50244763,-1.2971876
-31.162446,0.86791693,0.95551693,2,3,0,32.047977,0.52925282,0.53770343,0.47074718,0.46229657,0.49603985,0.49603985,0.50396015,0.50396015,-1.2566744
-31.390927,0.96420865,0.95551693,2,3,0,31.427586,0.59392445,0.51320993,0.40607555,0.48679007,0.536452,0.536452,0.463548,0.463548,-1.1827443
-33.17164,0.79297524,0.95551693,2,7,0,33.287832,0.33022833,0.44642139,0.66977167,0.55357861,0.42519597,0.42519597,0.57480403,0.57480403,-1.8918261
-33.751073,0.96312532,0.95551693,2,3,0,34.007253,0.31315489,0.42011235,0.68684511,0.57988765,0.42706789,0.42706789,0.57293211,0.57293211,-2.0067845
-35.23668,0.76061116,0.95551693,1,1,0,35.416671,0.26939333,0.38733153,0.73060667,0.61266847,0.4102073,0.4102073,0.5897927,0.5897927,-2.2272746
-32.004226,1,0.95551693,2,3,0,35.392943,0.64192868,0.45779682,0.35807132,0.54220318,0.58371719,0.58371719,0.41628281,0.41628281,-1.1961731
-31.436098,0.52125586,0.95551693,2,3,0,37.585615,0.48578428,0.45118196,0.51421572,0.54881804,0.51846508,0.51846508,0.48153492,0.48153492,-1.5165104
-31.783834,0.9771913,0.95551693,2,3,0,31.867823,0.42724969,0.4523654,0.57275031,0.5476346,0.48572347,0.48572347,0.51427653,0.51427653,-1.6428361
-33.565655,0.7259857,0.95551693,2,3,0,33.876184,0.53973923,0.73675221,0.46026077,0.26324779,0.42283028,0.42283028,0.57716972,0.57716972,-0.89806386
-34.896531,0.8280065,0.95551693,2,7,0,37.03939,0.78031414,0.48015423,0.21968586,0.51984577,0.61906681,0.61906681,0.38093319,0.38093319,-0.92332762
-33.479175,1,0.95551693,1,1,0,34.855707,0.73327771,0.53989546,0.26672229,0.46010454,0.57594499,0.57594499,0.42405501,0.42405501,-0.90326968
-31.666571,1,0.95551693,2,3,0,33.484943,0.61331448,0.46669917,0.38668552,0.53330083,0.5678766,0.5678766,0.4321234,0.4321234,-1.232347
-31.393526,0.88020052,0.95551693,2,3,0,32.812595,0.48703956,0.58686415,0.51296044,0.41313585,0.45352256,0.45352256,0.54647744,0.54647744,-1.2436937
-31.30538,1,0.95551693,2,3,0,31.435848,0.50331211,0.46600898,0.49668789,0.53399102,0.51924189,0.51924189,0.48075811,0.48075811,-1.4486131
-31.308685,0.9600813,0.95551693,2,7,0,31.622178,0.48583915,0.56980958,0.51416085,0.43019042,0.46022804,0.46022804,0.53977196,0.53977196,-1.2779834
-31.310975,0.99979695,0.95551693,2,3,0,31.318191,0.556871,0.47234366,0.443129,0.52765634,0.541064,0.541064,0.458936,0.458936,-1.3287023
-31.203973,0.98805139,0.95551693,2,3,0,31.423047,0.54476299,0.49469882,0.45523701,0.50530118,0.52408178,0.52408178,0.47591822,0.47591822,-1.3088882
-31.911827,0.91594879,0.95551693,2,3,0,32.028729,0.64313808,0.55717467,0.35686192,0.44282533,0.53580876,0.53580876,0.46419124,0.46419124,-1.0211301
-32.889714,0.89300634,0.95551693,2,3,0,33.387492,0.46054493,0.34021361,0.53945507,0.65978639,0.57513583,0.57513583,0.42486417,0.42486417,-1.830686
-31.907732,0.97216851,0.95551693,2,3,0,33.645574,0.39285932,0.52627305,0.60714068,0.47372695,0.4274241,0.4274241,0.5725759,0.5725759,-1.5549446
-31.854109,0.7601977,0.95551693,2,3,0,34.106347,0.63410276,0.56891385,0.36589724,0.43108615,0.52709394,0.52709394,0.47290606,0.47290606,-1.0166299
-31.708118,1,0.95551693,1,1,0,31.902611,0.62656288,0.5509836,0.37343712,0.4490164,0.53209185,0.53209185,0.46790815,0.46790815,-1.0594283
-33.108822,0.8586032,0.95551693,2,7,0,33.378694,0.32725516,0.58726521,0.67274484,0.41273479,0.35784349,0.35784349,0.64215651,0.64215651,-1.5650054
-31.961471,1,0.95551693,2,3,0,33.498473,0.46189175,0.64015016,0.53810825,0.35984984,0.41912358,0.41912358,0.58087642,0.58087642,-1.1919649
-31.680755,1,0.95551693,2,3,0,32.314468,0.43077747,0.46460929,0.56922253,0.53539071,0.48110771,0.48110771,0.51889229,0.51889229,-1.6072934
-31.644935,0.96409412,0.95551693,2,3,0,32.290883,0.59444744,0.59445103,0.40555256,0.40554897,0.49999849,0.49999849,0.50000151,0.50000151,-1.0402399
-31.176239,0.96825814,0.95551693,1,3,0,31.888039,0.50938685,0.50029247,0.49061315,0.49970753,0.50450359,0.50450359,0.49549641,0.49549641,-1.3670288
-31.236149,0.96874151,0.95551693,2,3,0,31.424078,0.5594053,0.54372607,0.4405947,0.45627393,0.50710669,0.50710669,0.49289331,0.49289331,-1.1899887
-32.276911,0.66431099,0.95551693,2,3,0,34.283136,0.36567242,0.51854484,0.63432758,0.48145516,0.41355495,0.41355495,0.58644505,0.58644505,-1.6323993
-32.749474,0.69132092,0.95551693,2,7,0,35.2184,0.56709032,0.34142481,0.43290968,0.65857519,0.62419469,0.62419469,0.37580531,0.37580531,-1.5781818
-31.152314,1,0.95551693,2,3,0,32.560112,0.5233486,0.53118602,0.4766514,0.46881398,0.49628395,0.49628395,0.50371605,0.50371605,-1.2800953
-31.824884,0.91511385,0.95551693,2,3,0,31.910081,0.42087774,0.59215957,0.57912226,0.40784043,0.41546124,0.41546124,0.58453876,0.58453876,-1.3603882
-32.343814,0.72438969,0.95551693,2,7,0,34.292844,0.54189255,0.36193234,0.45810745,0.63806766,0.5995548,0.5995548,0.4004452,0.4004452,-1.5885336
-31.907849,1,0.95551693,2,3,0,32.518079,0.60323771,0.42025532,0.39676229,0.57974468,0.58939113,0.58939113,0.41060887,0.41060887,-1.3398517
-32.326017,0.90719553,0.95551693,1,1,0,32.446828,0.58656445,0.37418236,0.41343555,0.62581764,0.61052969,0.61052969,0.38947031,0.38947031,-1.4663831
-32.647786,0.88038171,0.95551693,2,3,0,33.995634,0.48794886,0.69342005,0.51205114,0.30657995,0.41303682,0.41303682,0.58696318,0.58696318,-1.0529466
-31.381013,0.97441114,0.95551693,2,3,0,32.973374,0.57707255,0.56574781,0.42292745,0.43425219,0.50495473,0.50495473,0.49504527,0.49504527,-1.1192959
-33.163911,0.75823059,0.95551693,2,3,0,33.540441,0.71348481,0.45854725,0.28651519,0.54145275,0.60875878,0.60875878,0.39124122,0.39124122,-1.0688163
-32.457054,0.96290566,0.95551693,2,3,0,34.289953,0.6007808,0.66583261,0.3992192,0.33416739,0.47432058,0.47432058,0.52567942,0.52567942,-0.91360089
-33.535637,0.93861508,0.95551693,2,3,0,33.84915,0.69200917,0.66027016,0.30799083,0.33972984,0.51173537,0.51173537,0.48826463,0.48826463,-0.78271123
-32.213236,1,0.95551693,2,3,0,33.668976,0.37541296,0.4834038,0.62458704,0.5165962,0.43712813,0.43712813,0.56287187,0.56287187,-1.6906938
-32.344675,0.97369425,0.95551693,1,1,0,32.518861,0.36860355,0.47539358,0.63139645,0.52460642,0.43673555,0.43673555,0.56326445,0.56326445,-1.7255067
-32.179729,1,0.95551693,1,1,0,32.502315,0.38867342,0.4551001,0.61132658,0.5448999,0.46063714,0.46063714,0.53936286,0.53936286,-1.7260367
-31.324653,0.97954681,0.95551693,2,3,0,32.60198,0.54036304,0.46160722,0.45963696,0.53839278,0.53930048,0.53930048,0.46069952,0.46069952,-1.3823577
-32.883352,0.84409552,0.95551693,2,3,0,32.893755,0.44346675,0.69470987,0.55653325,0.30529013,0.38962912,0.38962912,0.61037088,0.61037088,-1.1274393
-33.47674,0.93100926,0.95551693,3,7,0,34.837615,0.31875031,0.43708215,0.68124969,0.56291785,0.42172086,0.42172086,0.57827914,0.57827914,-1.9461654
-31.649453,1,0.95551693,2,3,0,33.386035,0.51708101,0.62507666,0.48291899,0.37492334,0.45272297,0.45272297,0.54727703,0.54727703,-1.120456
-31.656506,0.9997565,0.95551693,2,7,0,31.657437,0.52942899,0.41604659,0.47057101,0.58395341,0.55996051,0.55996051,0.44003949,0.44003949,-1.4984288
-31.619214,0.95096625,0.95551693,2,7,0,32.248822,0.62148106,0.50897801,0.37851894,0.49102199,0.5497599,0.5497599,0.4502401,0.4502401,-1.1410467
-33.20932,0.52720293,0.95551693,2,3,0,36.721814,0.31440653,0.51249789,0.68559347,0.48750211,0.38022112,0.38022112,0.61977888,0.61977888,-1.7664267
-32.470577,0.99641843,0.95551693,2,3,0,33.832847,0.68320455,0.5506351,0.31679545,0.4493649,0.55372231,0.55372231,0.44627769,0.44627769,-0.96603241
-33.330882,0.8550588,0.95551693,1,1,0,33.403371,0.72029365,0.58090496,0.27970635,0.41909504,0.55356165,0.55356165,0.44643835,0.44643835,-0.85972268
-33.446146,0.95973772,0.95551693,2,3,0,34.772689,0.42480524,0.32551855,0.57519476,0.67448145,0.56616256,0.56616256,0.43383744,0.43383744,-1.9607952
-31.580169,0.87347572,0.95551693,2,3,0,34.454309,0.44961134,0.58865217,0.55038866,0.41134783,0.43304165,0.43304165,0.56695835,0.56695835,-1.3111951
-31.301378,1,0.95551693,2,3,0,31.668794,0.47923267,0.48271018,0.52076733,0.51728982,0.49819245,0.49819245,0.50180755,0.50180755,-1.4638948
-31.246597,1,0.95551693,1,1,0,31.30348,0.49341831,0.48514087,0.50658169,0.51485913,0.50422941,0.50422941,0.49577059,0.49577059,-1.4296424
-31.656127,0.82636483,0.95551693,2,3,0,32.723436,0.62283296,0.54525926,0.37716704,0.45474074,0.5332053,0.5332053,0.4667947,0.4667947,-1.0755507
-32.933329,0.72789546,0.95551693,2,3,0,33.680296,0.5549958,0.70724787,0.4450042,0.29275213,0.4396899,0.4396899,0.5603101,0.5603101,-0.9205127
-32.17784,1,0.95551693,2,3,0,32.88826,0.5200936,0.66769352,0.4799064,0.33230648,0.43786769,0.43786769,0.56213231,0.56213231,-1.0421103
-31.512947,0.99944868,0.95551693,2,3,0,32.290912,0.60013253,0.47794454,0.39986747,0.52205546,0.55666941,0.55666941,0.44333059,0.44333059,-1.2359364
-33.341336,0.81872497,0.95551693,2,3,0,33.498574,0.3086113,0.50860203,0.6913887,0.49139797,0.3776386,0.3776386,0.6223614,0.6223614,-1.7900046
-32.913163,1,0.95551693,2,3,0,33.502304,0.32919744,0.5439481,0.67080256,0.4560519,0.3770247,0.3770247,0.6229753,0.6229753,-1.6576004
-34.698733,0.80002061,0.95551693,2,3,0,35.520361,0.33810183,0.72156446,0.66189817,0.27843554,0.31906444,0.31906444,0.68093556,0.68093556,-1.2703863
-33.973605,1,0.95551693,2,3,0,35.004236,0.38262077,0.71940667,0.61737923,0.28059333,0.34719713,0.34719713,0.65280287,0.65280287,-1.1919911
-33.556534,1,0.95551693,1,1,0,34.291393,0.40454155,0.71185654,0.59545845,0.28814346,0.36236317,0.36236317,0.63763683,0.63763683,-1.1660793
-33.249069,1,0.95551693,1,1,0,33.854785,0.41198133,0.70029052,0.58801867,0.29970948,0.37039625,0.37039625,0.62960375,0.62960375,-1.1734851
-32.500442,1,0.95551693,1,1,0,33.227566,0.41849618,0.65820556,0.58150382,0.34179444,0.38868348,0.38868348,0.61131652,0.61131652,-1.2384895
-32.233838,0.88424553,0.95551693,2,3,0,34.287888,0.64154746,0.4247873,0.35845254,0.5752127,0.60163795,0.60163795,0.39836205,0.39836205,-1.2578398
-31.465078,0.99106176,0.95551693,2,7,0,32.385489,0.44526564,0.48915245,0.55473436,0.51084755,0.4765165,0.4765165,0.5234835,0.5234835,-1.521957
-31.561915,0.97401197,0.95551693,2,3,0,31.720265,0.56450204,0.60534159,0.43549796,0.39465841,0.48254487,0.48254487,0.51745513,0.51745513,-1.0725542
-31.257507,0.99992746,0.95551693,2,7,0,31.494475,0.50533092,0.47562399,0.49466908,0.52437601,0.51514184,0.51514184,0.48485816,0.48485816,-1.4247519
-31.505735,0.89884395,0.95551693,1,3,0,31.931316,0.52310876,0.60937967,0.47689124,0.39062033,0.46191091,0.46191091,0.53808909,0.53808909,-1.1374596
-32.215224,0.93558742,0.95551693,2,3,0,32.415369,0.38134063,0.46532158,0.61865937,0.53467842,0.45040469,0.45040469,0.54959531,0.54959531,-1.7192013
-33.940717,0.75629458,0.95551693,2,7,0,35.220076,0.64474435,0.31100973,0.35525565,0.68899027,0.67459231,0.67459231,0.32540769,0.32540769,-1.4768036
-33.02573,1,0.95551693,2,3,0,34.768305,0.33435855,0.595668,0.66564145,0.404332,0.35951506,0.35951506,0.64048494,0.64048494,-1.5313787
-33.635888,0.96961471,0.95551693,2,3,0,34.356513,0.73441008,0.46023104,0.26558992,0.53976896,0.61475372,0.61475372,0.38524628,0.38524628,-1.0306027
-35.687237,0.73003753,0.95551693,1,1,0,35.731438,0.79617287,0.43904567,0.20382713,0.56095433,0.64456033,0.64456033,0.35543967,0.35543967,-0.96379854
-35.238138,0.98319162,0.95551693,2,7,0,36.208215,0.25022606,0.61514951,0.74977394,0.38485049,0.28915314,0.28915314,0.71084686,0.71084686,-1.6754777
-32.06794,0.93064863,0.95551693,2,3,0,36.130234,0.45989302,0.64812775,0.54010698,0.35187225,0.41505812,0.41505812,0.58494188,0.58494188,-1.1811437
-31.310347,0.90964329,0.95551693,1,3,0,32.835182,0.57294572,0.49008855,0.42705428,0.50991145,0.53897201,0.53897201,0.46102799,0.46102799,-1.2640397
-33.151171,0.70287611,0.95551693,2,3,0,33.498439,0.66260349,0.66690704,0.33739651,0.33309296,0.49838153,0.49838153,0.50161847,0.50161847,-0.81667266
-33.168849,1,0.95551693,2,3,0,34.047484,0.35714969,0.39706065,0.64285031,0.60293935,0.47354123,0.47354123,0.52645877,0.52645877,-1.9504623
-33.326638,0.96996493,0.95551693,2,3,0,34.20058,0.67298631,0.66811339,0.32701369,0.33188661,0.50181676,0.50181676,0.49818324,0.49818324,-0.79931447
-32.718312,0.9006518,0.95551693,2,7,0,35.809411,0.48957907,0.34223287,0.51042093,0.65776713,0.58856942,0.58856942,0.41143058,0.41143058,-1.7545921
-31.245168,0.99203593,0.95551693,1,3,0,32.522996,0.52233981,0.47530921,0.47766019,0.52469079,0.52357072,0.52357072,0.47642928,0.47642928,-1.3910019
-31.469482,0.86204033,0.95551693,2,3,0,32.401729,0.46276093,0.5827836,0.53723907,0.4172164,0.44260279,0.44260279,0.55739721,0.55739721,-1.2972187
-31.17683,1,0.95551693,2,3,0,31.456775,0.51408712,0.54585115,0.48591288,0.45414885,0.48501609,0.48501609,0.51498391,0.51498391,-1.269873
-34.038651,0.52804688,0.95551693,1,3,0,35.171421,0.3064096,0.644538,0.6935904,0.355462,0.32221502,0.32221502,0.67778498,0.67778498,-1.486887
-36.098335,0.89249998,0.95551693,2,3,0,36.99344,0.21778412,0.49230958,0.78221588,0.50769042,0.30669772,0.30669772,0.69330228,0.69330228,-2.071011
-32.781011,1,0.95551693,2,3,0,36.738104,0.55196494,0.70007578,0.44803506,0.29992422,0.44085223,0.44085223,0.55914777,0.55914777,-0.93674476
-31.572338,0.99934391,0.95551693,2,7,0,32.51948,0.50677557,0.42646797,0.49322443,0.57353203,0.54302607,0.54302607,0.45697393,0.45697393,-1.5244725
-32.659208,0.65300134,0.95551693,1,3,0,34.371713,0.43822288,0.67969631,0.56177712,0.32030369,0.39199871,0.39199871,0.60800129,0.60800129,-1.1633562
-34.36981,0.81401998,0.95551693,2,3,0,35.693556,0.27506328,0.45928117,0.72493672,0.54071883,0.37456984,0.37456984,0.62543016,0.62543016,-2.0038485
-33.319871,1,0.95551693,1,1,0,34.357246,0.3099444,0.50435667,0.6900556,0.49564333,0.38062629,0.38062629,0.61937371,0.61937371,-1.7971446
-32.457917,0.93989171,0.95551693,3,7,0,34.624861,0.51670468,0.68511737,0.48329532,0.31488263,0.42993443,0.42993443,0.57006557,0.57006557,-1.0186168
-31.578165,1,0.95551693,2,3,0,32.451834,0.4600279,0.59770561,0.5399721,0.40229439,0.43491853,0.43491853,0.56508147,0.56508147,-1.2740375
-32.786238,0.90030469,0.95551693,2,3,0,32.895266,0.36199297,0.6236342,0.63800703,0.3763658,0.3672717,0.3672717,0.6327283,0.6327283,-1.4152486
-31.429602,0.97853267,0.95551693,2,3,0,33.045817,0.45596065,0.47940602,0.54403935,0.52059398,0.48746729,0.48746729,0.51253271,0.51253271,-1.5199277
-32.001881,0.76881962,0.95551693,1,3,0,33.376946,0.65525424,0.52226923,0.34474576,0.47773077,0.5564681,0.5564681,0.4435319,0.4435319,-1.0594674
-31.700891,0.90927706,0.95551693,2,3,0,32.880133,0.53068299,0.62960632,0.46931701,0.37039368,0.45737126,0.45737126,0.54262874,0.54262874,-1.0889556
-31.841101,0.96937007,0.95551693,1,1,0,31.94268,0.51665041,0.64256649,0.48334959,0.35743351,0.44568916,0.44568916,0.55431084,0.55431084,-1.090805
-31.729726,0.97498869,0.95551693,2,3,0,32.438121,0.40899372,0.53297722,0.59100628,0.46702278,0.43418931,0.43418931,0.56581069,0.56581069,-1.5058561
-31.628677,0.99090171,0.95551693,2,3,0,31.985143,0.60113542,0.45545873,0.39886458,0.54454127,0.56893692,0.56893692,0.43106308,0.43106308,-1.276193
-31.448735,0.80381236,0.95551693,2,3,0,33.479482,0.51844685,0.60226461,0.48155315,0.39773539,0.46260511,0.46260511,0.53739489,0.53739489,-1.1583669
-31.658213,0.84805014,0.95551693,2,7,0,32.566477,0.54391381,0.41759615,0.45608619,0.58240385,0.56568713,0.56568713,0.43431287,0.43431287,-1.4647951
-31.692063,0.84154566,0.95551693,2,3,0,33.309011,0.45448646,0.60856242,0.54551354,0.39143758,0.4275311,0.4275311,0.5724689,0.5724689,-1.2640122
-31.692063,0.8669019,0.95551693,2,3,0,32.995328,0.45448646,0.60856242,0.54551354,0.39143758,0.4275311,0.4275311,0.5724689,0.5724689,-1.2640122
-31.616437,0.99869855,0.95551693,2,3,0,31.881303,0.60973188,0.4709926,0.39026812,0.5290074,0.56418809,0.56418809,0.43581191,0.43581191,-1.2310311
-31.468422,1,0.95551693,1,1,0,31.63703,0.58349129,0.46373553,0.41650871,0.53626447,0.55717757,0.55717757,0.44282243,0.44282243,-1.2940033
-31.271212,0.86038517,0.95551693,2,3,0,32.772201,0.54557203,0.56744129,0.45442797,0.43255871,0.49017565,0.49017565,0.50982435,0.50982435,-1.1721523
-31.499435,0.98013468,0.95551693,2,3,0,31.538461,0.43991765,0.49063307,0.56008235,0.50936693,0.47274978,0.47274978,0.52725022,0.52725022,-1.5302517
-31.391352,0.95860281,0.95551693,2,3,0,31.964591,0.59063741,0.54367119,0.40936259,0.45632881,0.52070258,0.52070258,0.47929742,0.47929742,-1.1342478
-32.213624,0.71455591,0.95551693,1,3,0,33.765683,0.37360398,0.49065974,0.62639602,0.50934026,0.43228007,0.43228007,0.56771993,0.56771993,-1.678049
-31.42125,1,0.95551693,2,3,0,32.330597,0.50022687,0.59602967,0.49977313,0.40397033,0.45630457,0.45630457,0.54369543,0.54369543,-1.2024919
-31.85507,0.70471581,0.95551693,2,3,0,34.237207,0.41827763,0.45418856,0.58172237,0.54581144,0.47941987,0.47941987,0.52058013,0.52058013,-1.6591571
-31.220026,0.94128418,0.95551693,2,3,0,32.296117,0.55870616,0.50636055,0.44129384,0.49363945,0.52457386,0.52457386,0.47542614,0.47542614,-1.2602195
-34.274586,0.4485045,0.95551693,1,3,0,35.534534,0.4018801,0.29894862,0.5981199,0.70105138,0.57343555,0.57343555,0.42656445,0.42656445,-2.0972779
-34.274586,0.61660389,0.95551693,1,1,0,36.555379,0.4018801,0.29894862,0.5981199,0.70105138,0.57343555,0.57343555,0.42656445,0.42656445,-2.0972779
-33.038532,1,0.95551693,2,3,0,35.062098,0.40314572,0.6835639,0.59685428,0.3164361,0.37097833,0.37097833,0.62902167,0.62902167,-1.2199855
-33.645334,0.89583547,0.95551693,2,3,0,35.326922,0.30522411,0.45416276,0.69477589,0.54583724,0.40193494,0.40193494,0.59806506,0.59806506,-1.9367822
-31.51068,0.98857366,0.95551693,2,7,0,33.530135,0.59917447,0.47672478,0.40082553,0.52327522,0.55690574,0.55690574,0.44309426,0.44309426,-1.2399807
-31.483845,0.99113507,0.95551693,2,7,0,31.802633,0.45041421,0.47478548,0.54958579,0.52521452,0.48682918,0.48682918,0.51317082,0.51317082,-1.5417857
-33.543877,0.58909469,0.95551693,2,3,0,34.668199,0.60223751,0.31077182,0.39776249,0.68922818,0.65961814,0.65961814,0.34038186,0.34038186,-1.5683127
-31.91976,0.90778401,0.95551693,2,3,0,34.539603,0.64507188,0.55231614,0.35492812,0.44768386,0.53873253,0.53873253,0.46126747,0.46126747,-1.0260093
-32.000678,0.9771005,0.95551693,2,3,0,32.463512,0.39238951,0.48082041,0.60761049,0.51917959,0.44936446,0.44936446,0.55063554,0.55063554,-1.657453
-31.305988,0.98873356,0.95551693,2,3,0,32.180725,0.52876957,0.46281956,0.47123043,0.53718044,0.53325471,0.53325471,0.46674529,0.46674529,-1.4031872
-31.363203,0.96593536,0.95551693,2,3,0,31.685266,0.48368403,0.57963769,0.51631597,0.42036231,0.45488023,0.45488023,0.54511977,0.54511977,-1.263499
-32.485045,0.51867241,0.95551693,2,3,0,36.292444,0.3584918,0.4787788,0.6415082,0.5212212,0.42816719,0.42816719,0.57183281,0.57183281,-1.7415103
-32.15952,1,0.95551693,3,7,0,32.548382,0.66452077,0.49395112,0.33547923,0.50604888,0.57361838,0.57361838,0.42638162,0.42638162,-1.0920908
-32.575807,0.96803048,0.95551693,3,7,0,33.021584,0.4058878,0.65456069,0.5941122,0.34543931,0.38275107,0.38275107,0.61724893,0.61724893,-1.2689105
-33.484384,0.95732555,0.95551693,2,3,0,33.938939,0.31191918,0.59723222,0.68808082,0.40276778,0.34308827,0.34308827,0.65691173,0.65691173,-1.5767816
-35.372336,0.74426658,0.95551693,1,1,0,35.435512,0.24445043,0.60872027,0.75554957,0.39127973,0.28651995,0.28651995,0.71348005,0.71348005,-1.7038856
-33.513336,1,0.95551693,1,1,0,35.141499,0.30923128,0.59269751,0.69076872,0.40730249,0.34285554,0.34285554,0.65714446,0.65714446,-1.5927338
-33.346198,1,0.95551693,2,7,0,33.558174,0.7191632,0.44844189,0.2808368,0.55155811,0.61593017,0.61593017,0.38406983,0.38406983,-1.0763849
-32.425007,1,0.95551693,2,3,0,33.3584,0.6557385,0.42318538,0.3442615,0.57681462,0.60777086,0.60777086,0.39222914,0.39222914,-1.2343661
-32.325817,0.99950631,0.95551693,2,3,0,33.112736,0.55575326,0.36507965,0.44424674,0.63492035,0.60353323,0.60353323,0.39646677,0.39646677,-1.5512477
-32.143007,0.97965719,0.95551693,2,3,0,32.763647,0.48110408,0.66080932,0.51889592,0.33919068,0.42131398,0.42131398,0.57868602,0.57868602,-1.1208838
-32.320327,0.97448949,0.95551693,2,3,0,32.605103,0.56462538,0.36737255,0.43537462,0.63262745,0.60582257,0.60582257,0.39417743,0.39417743,-1.5271437
-33.153885,0.86109797,0.95551693,2,3,0,34.439542,0.71713289,0.47836041,0.28286711,0.52163959,0.59986358,0.59986358,0.40013642,0.40013642,-1.0291766
-33.459006,0.97834237,0.95551693,2,3,0,33.795695,0.71862509,0.43091459,0.28137491,0.56908541,0.62514161,0.62514161,0.37485839,0.37485839,-1.1075712
